0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.136448	0.0253473	0.00079623	7.74422e-006	2.26847e-008	1.97034e-011	5.02686e-015	3.7441e-019	8.10767e-024	5.08947e-029	9.24159e-035	4.84641e-041	7.33086e-048	3.19542e-055	4.01053e-063	1.44844e-071	1.50453e-080	4.49277e-090	3.85551e-100	9.5054e-111	6.73077e-122	1.36857e-133	7.98895e-146	1.33863e-158	6.43738e-172	8.88343e-186	3.51741e-200	3.99566e-215	1.30208e-230	1.21712e-246	3.26317e-263	2.50916e-280	5.53313e-298	3.49899e-316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.0508047	0.0461537	0.0177061	0.0015654	7.72268e-005	2.10144e-006	3.13034e-008	2.53963e-010	1.11812e-012	2.66445e-015	3.42991e-018	2.3816e-021	8.90965e-025	1.79415e-028	1.94331e-032	1.13148e-036	3.53964e-041	5.94692e-046	5.36409e-051	2.59681e-056	6.74545e-062	9.39968e-068	7.02525e-074	2.81568e-080	6.05082e-087	6.97101e-094	4.30503e-101	1.42499e-108	2.52791e-116	2.40318e-124	1.22421e-132	3.34149e-141	4.88663e-150	3.8286e-159	1.60698e-168	3.61325e-178	4.35195e-188	2.80771e-198	9.7025e-209	1.79583e-219	1.78026e-230	9.45202e-242	2.68767e-253	4.09287e-265	3.33786e-277	1.45777e-289	3.40941e-302	4.27003e-315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.041395	0.0272944	0.0111925	0.00982327	0.00124883	0.000107511	6.2285e-006	2.41756e-007	6.2669e-009	1.08239e-010	1.24334e-012	9.48574e-015	4.80126e-017	1.61088e-019	3.58002e-022	5.26712e-025	5.12761e-028	3.30169e-031	1.40568e-034	3.95586e-038	7.3568e-042	9.03931e-046	7.33666e-050	3.93283e-054	1.39217e-058	3.2539e-063	5.02099e-068	5.1145e-073	3.43878e-078	1.52601e-083	4.46922e-089	8.63762e-095	1.10159e-100	9.27005e-107	5.14707e-113	1.88553e-119	4.55702e-126	7.26585e-133	7.64248e-140	5.30285e-147	2.42715e-154	7.328e-162	1.45936e-169	1.91697e-177	1.66087e-185	9.49101e-194	3.57715e-202	8.89205e-211	1.4578e-219	1.57622e-228	1.12397e-237	5.28566e-247	1.63927e-256	3.35272e-266	4.52207e-276	4.02221e-286	2.35925e-296	9.12555e-307	2.32765e-317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.0254499	0.0308475	0.00886749	0.000252681	0.00518861	0.00079623	9.11116e-005	7.74422e-006	4.87539e-007	2.26847e-008	7.78811e-010	1.97034e-011	3.66958e-013	5.02686e-015	5.06159e-017	3.7441e-019	2.03364e-021	8.10767e-024	2.37176e-026	5.08947e-029	8.00932e-032	9.24159e-035	7.8171e-038	4.84641e-041	2.20196e-044	7.33086e-048	1.78817e-051	3.19542e-055	4.18284e-059	4.01053e-063	2.81636e-067	1.44844e-071	5.45524e-076	1.50453e-080	3.03838e-085	4.49277e-090	4.86407e-095	3.85551e-100	2.2374e-105	9.5054e-111	2.9563e-116	6.73077e-122	1.12178e-127	1.36857e-133	1.22217e-139	7.98895e-146	3.82239e-152	1.33863e-158	3.43125e-165	6.43738e-172	8.83935e-179	8.88343e-186	6.53406e-193	3.51741e-200	1.38578e-207	3.99566e-215	8.43151e-223	1.30208e-230	1.47157e-238	1.21712e-246	7.36693e-255	3.26317e-263	1.05776e-271	2.50916e-280	4.35569e-289	5.53313e-298	5.1436e-307	3.49899e-316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.0210049	0.0231695	0.0148656	0.000579736	0.00217933	0.0026998	0.000465258	6.33425e-005	6.79535e-006	5.73303e-007	3.79791e-008	1.97318e-009	8.032e-011	2.55963e-012	6.38178e-014	1.24419e-015	1.89591e-017	2.25718e-019	2.0989e-021	1.52397e-023	8.63801e-026	3.82132e-028	1.31915e-030	3.55296e-033	7.46513e-036	1.22343e-038	1.56376e-041	1.55871e-044	1.2115e-047	7.34193e-051	3.46892e-054	1.27775e-057	3.66893e-061	8.21199e-065	1.43269e-068	1.94819e-072	2.06474e-076	1.70544e-080	1.09782e-084	5.50725e-089	2.15293e-093	6.55856e-098	1.55688e-102	2.87978e-107	4.15062e-112	4.66127e-117	4.07874e-122	2.78078e-127	1.47714e-132	6.11339e-138	1.97125e-143	4.95213e-149	9.69233e-155	1.4779e-160	1.75563e-166	1.62477e-172	1.17143e-178	6.57957e-185	2.87895e-191	9.81343e-198	2.60588e-204	5.3905e-211	8.68647e-218	1.09042e-224	1.06628e-231	8.12237e-239	4.81968e-246	2.2278e-253	8.02146e-261	2.24982e-268	4.91538e-276	8.36525e-284	1.10895e-291	1.14511e-299	9.21071e-308	5.77086e-316	4.94066e-324	0	0	0	0	0	0	
0	0.0157311	0.0214096	0.0134165	0.00481485	0.00199887	0.0020739	0.00139807	0.00026073	3.9924e-005	5.01033e-006	5.14594e-007	4.32046e-008	2.96253e-009	1.65781e-010	7.56617e-012	2.81489e-013	8.53302e-015	2.10687e-016	4.23576e-018	6.93208e-020	9.23281e-022	1.00058e-023	8.8215e-026	6.32607e-028	3.68949e-030	1.74979e-032	6.74754e-035	2.11544e-037	5.39153e-040	1.11698e-042	1.88091e-045	2.57427e-048	2.86334e-051	2.58823e-054	1.90117e-057	1.13477e-060	5.5036e-064	2.16879e-067	6.94391e-071	1.80632e-074	3.81744e-078	6.5543e-082	9.14208e-086	1.0359e-089	9.53526e-094	7.12986e-098	4.33066e-102	2.1367e-106	8.5633e-111	2.78766e-115	7.37109e-120	1.58311e-124	2.76166e-129	3.91297e-134	4.50309e-139	4.20901e-144	3.19527e-149	1.97011e-154	9.86559e-160	4.01238e-165	1.32532e-170	3.55533e-176	7.7459e-182	1.37055e-187	1.96945e-193	2.29836e-199	2.17828e-205	1.67659e-211	1.04799e-217	5.31981e-224	2.19305e-230	7.34187e-237	1.99605e-243	4.40695e-250	7.90145e-257	1.15047e-263	1.36031e-270	1.30616e-277	1.01847e-284	6.44898e-292	3.31607e-299	1.38466e-306	0	
0	0.0132458	0.0177705	0.0141397	0.00549185	0.000205442	0.00221869	0.00145762	0.000723233	0.000142842	2.38124e-005	3.34603e-006	3.95886e-007	3.94039e-008	3.29705e-009	2.31777e-010	1.36821e-011	6.77945e-013	2.81862e-014	9.82981e-016	2.87479e-017	7.04887e-019	1.44877e-020	2.49555e-022	3.60208e-024	4.35615e-026	4.41327e-028	3.74523e-030	2.66203e-032	1.58463e-034	7.89928e-037	3.29731e-039	1.15244e-041	3.37234e-044	8.26193e-047	1.69451e-049	2.90937e-052	4.18147e-055	5.03055e-058	5.06574e-061	4.26971e-064	3.01208e-067	1.77843e-070	8.78809e-074	3.63438e-077	1.25787e-080	3.64333e-084	8.83102e-088	1.79128e-091	3.04054e-095	4.31881e-099	5.13329e-103	5.10552e-107	4.24903e-111	2.95896e-115	1.72419e-119	8.40657e-124	3.42956e-128	1.17068e-132	3.34357e-137	7.99015e-142	1.5976e-146	2.67265e-151	3.7409e-156	4.38093e-161	4.29249e-166	3.51885e-171	2.41346e-176	1.38491e-181	6.64882e-187	2.67058e-192	8.97432e-198	2.52308e-203	5.93459e-209	1.16783e-214	1.92262e-220	2.64808e-226	3.05136e-232	2.94153e-238	2.37232e-244	1.60062e-250	9.03484e-257	4.26643e-263	0	
0	0.0108552	0.015917	0.0130292	0.0069857	0.00104517	0.00132207	0.00172544	0.000910042	0.000374312	7.72268e-005	1.37302e-005	2.10144e-006	2.76644e-007	3.13034e-008	3.04283e-009	2.53963e-010	1.81924e-011	1.11812e-012	5.89427e-014	2.66445e-015	1.03257e-016	3.42991e-018	9.76386e-020	2.3816e-021	4.97698e-023	8.90965e-025	1.36617e-026	1.79415e-028	2.01782e-030	1.94331e-032	1.60253e-034	1.13148e-036	6.83975e-039	3.53964e-041	1.56813e-043	5.94692e-046	1.9305e-048	5.36409e-051	1.27573e-053	2.59681e-056	4.52406e-059	6.74545e-062	8.60748e-065	9.39968e-068	8.78439e-071	7.02525e-074	4.8079e-077	2.81568e-080	1.41104e-083	6.05082e-087	2.22025e-090	6.97101e-094	1.87279e-097	4.30503e-101	8.46745e-105	1.42499e-108	2.05187e-112	2.52791e-116	2.66466e-120	2.40318e-124	1.85436e-128	1.22421e-132	6.9147e-137	3.34149e-141	1.38151e-145	4.88663e-150	1.47879e-154	3.8286e-159	8.48026e-164	1.60698e-168	2.6052e-173	3.61325e-178	4.28726e-183	4.35195e-188	3.77928e-193	2.80771e-198	1.78448e-203	9.7025e-209	4.51304e-214	1.79583e-219	6.11324e-225	1.78026e-230	0	
0	0.00935441	0.0138448	0.0125671	0.00727372	0.00230938	0.000836855	0.00148529	0.00116518	0.000534086	0.000193942	4.14119e-005	7.74422e-006	1.2673e-006	1.81362e-007	2.26847e-008	2.47879e-009	2.36533e-010	1.97034e-011	1.4324e-012	9.08547e-014	5.02686e-015	2.42565e-016	1.02062e-017	3.7441e-019	1.19733e-020	3.33742e-022	8.10767e-024	1.71643e-025	3.16638e-027	5.08947e-029	7.1273e-031	8.69544e-033	9.24159e-035	8.55593e-037	6.89973e-039	4.84641e-041	2.96493e-043	1.57979e-045	7.33086e-048	2.96259e-050	1.04264e-052	3.19542e-055	8.52796e-058	1.98186e-060	4.01053e-063	7.06678e-066	1.08424e-068	1.44844e-071	1.68479e-074	1.70627e-077	1.50453e-080	1.15505e-083	7.72042e-087	4.49277e-090	2.27623e-093	1.00401e-096	3.85551e-100	1.28895e-103	3.75147e-107	9.5054e-111	2.09672e-114	4.0263e-118	6.73077e-122	9.79521e-126	1.24093e-129	1.36857e-133	1.31391e-137	1.0981e-141	7.98895e-146	5.05954e-150	2.78934e-154	1.33863e-158	5.59218e-163	2.0336e-167	6.43738e-172	1.77383e-176	4.2547e-181	8.88343e-186	1.61453e-190	2.55423e-195	3.51741e-200	4.21632e-205	0	
