1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	0.381966	0.145898	0.0557281	0.0212862	0.00813062	0.00310562	0.00118624	0.000453104	0.00017307	6.6107e-005	2.52506e-005	9.64488e-006	3.68401e-006	1.40717e-006	5.3749e-007	2.05303e-007	7.84188e-008	2.99533e-008	1.14411e-008	4.37013e-009	1.66924e-009	6.37593e-010	2.43539e-010	9.30236e-011	3.55319e-011	1.3572e-011	5.18403e-012	1.98012e-012	7.5634e-013	2.88896e-013	1.10348e-013	4.21494e-014	1.60996e-014	6.14951e-015	2.3489e-015	8.97201e-016	3.427e-016	1.309e-016	4.99993e-017	1.9098e-017	7.2948e-018	2.78637e-018	1.0643e-018	4.06525e-019	1.55279e-019	5.93113e-020	2.26549e-020	8.6534e-021	3.3053e-021	1.26251e-021	4.82237e-022	1.84198e-022	7.03575e-023	2.68742e-023	1.0265e-023	3.92089e-024	1.49765e-024	5.7205e-025	2.18504e-025	8.34609e-026	3.18792e-026	1.21768e-026	4.65112e-027	1.77657e-027	6.78589e-028	2.59198e-028	9.90048e-029	3.78165e-029	1.44446e-029	5.51735e-030	2.10744e-030	8.0497e-031	3.07471e-031	1.17444e-031	4.48594e-032	1.71348e-032	6.54484e-033	2.49977e-033	9.54456e-034	3.63602e-034	1.36351e-034	4.54503e-035	0	
1	0.552786	0.276393	0.130495	0.0593642	0.0263112	0.0114389	0.00489976	0.00207418	0.000869665	0.000361746	0.000149467	6.14047e-005	2.51021e-005	1.02174e-005	4.14309e-006	1.67433e-006	6.74608e-007	2.71073e-007	1.08657e-007	4.34578e-008	1.73459e-008	6.91068e-009	2.74856e-009	1.09146e-009	4.3279e-010	1.71381e-010	6.778e-011	2.67752e-011	1.05655e-011	4.16484e-012	1.64018e-012	6.45342e-013	2.53699e-013	9.96544e-014	3.91151e-014	1.53419e-014	6.01333e-015	2.35543e-015	9.22054e-016	3.60734e-016	1.41051e-016	5.51226e-017	2.15309e-017	8.40589e-018	3.28021e-018	1.27945e-018	4.98839e-019	1.94409e-019	7.57359e-020	2.94932e-020	1.14811e-020	4.46775e-021	1.73799e-021	6.75873e-022	2.62751e-022	1.02115e-022	3.96744e-023	1.54101e-023	5.98385e-024	2.32295e-024	9.01546e-025	3.49805e-025	1.35694e-025	5.26249e-026	2.04044e-026	7.90971e-027	3.06552e-027	1.18783e-027	4.60172e-028	1.78238e-028	6.90232e-029	2.67245e-029	1.03454e-029	4.0041e-030	1.54949e-030	5.99515e-031	2.31919e-031	8.96975e-032	3.46737e-032	1.33692e-032	5.07026e-033	1.70524e-033	0	
1	0.642229	0.373901	0.203081	0.104846	0.052092	0.0251191	0.0118264	0.00546036	0.00248051	0.00111151	0.000492265	0.000215819	9.37873e-005	4.0441e-005	1.73183e-005	7.3708e-006	3.11977e-006	1.3139e-006	5.50848e-007	2.29989e-007	9.56624e-008	3.96521e-008	1.63833e-008	6.74915e-009	2.77271e-009	1.13619e-009	4.64474e-010	1.89455e-010	7.71164e-011	3.13283e-011	1.27036e-011	5.14239e-012	2.07823e-012	8.38589e-013	3.37886e-013	1.35953e-013	5.46302e-014	2.19247e-014	8.78857e-015	3.51891e-015	1.40743e-015	5.62339e-016	2.24459e-016	8.9509e-017	3.56617e-017	1.41958e-017	5.64616e-018	2.24388e-018	8.91068e-019	3.53591e-019	1.40211e-019	5.556e-020	2.20017e-020	8.70708e-021	3.44366e-021	1.36116e-021	5.37712e-022	2.12299e-022	8.37745e-023	3.30407e-023	1.30247e-023	5.13185e-024	2.02104e-024	7.95562e-025	3.13026e-025	1.23111e-025	4.83987e-026	1.90192e-026	7.47097e-027	2.93355e-027	1.15146e-027	4.51797e-028	1.77208e-028	6.94822e-029	2.72343e-029	1.06713e-029	4.17996e-030	1.63669e-030	6.40408e-031	2.49864e-031	9.58133e-032	3.25062e-032	0	
1	0.695895	0.445455	0.26657	0.151173	0.0821049	0.0430493	0.021924	0.0108963	0.00530461	0.00253697	0.00119481	0.000555189	0.000254939	0.000115842	5.21452e-005	2.32754e-005	1.03103e-005	4.53564e-006	1.98276e-006	8.61774e-007	3.72577e-007	1.60294e-007	6.86525e-008	2.92804e-008	1.24396e-008	5.26577e-009	2.22149e-009	9.34215e-010	3.91702e-010	1.63776e-010	6.82962e-011	2.84095e-011	1.17899e-011	4.88189e-012	2.01721e-012	8.31847e-013	3.42381e-013	1.40666e-013	5.76926e-014	2.3623e-014	9.65758e-015	3.94229e-015	1.60696e-015	6.5413e-016	2.65919e-016	1.07965e-016	4.37817e-017	1.77334e-017	7.17472e-018	2.89966e-018	1.17068e-018	4.72163e-019	1.90251e-019	7.65868e-020	3.08028e-020	1.23779e-020	4.9698e-021	1.99378e-021	7.99229e-022	3.20136e-022	1.28137e-022	5.12513e-023	2.04848e-023	8.18213e-024	3.26599e-024	1.30283e-024	5.19389e-025	2.06936e-025	8.23996e-026	3.2792e-026	1.30428e-026	5.18487e-027	2.06005e-027	8.18083e-028	3.24713e-028	1.28822e-028	5.10826e-029	2.02453e-029	8.01671e-030	3.16441e-030	1.22665e-030	4.19717e-031	0	
1	0.731672	0.499121	0.320235	0.195016	0.113638	0.0637931	0.0346922	0.0183595	0.00948993	0.00480569	0.00239017	0.00117002	0.000564688	0.000269108	0.000126794	5.91291e-005	2.73177e-005	1.25137e-005	5.68772e-006	2.56672e-006	1.15067e-006	5.12707e-007	2.27158e-007	1.00116e-007	4.3908e-008	1.91688e-008	8.33264e-009	3.60763e-009	1.55603e-009	6.68752e-010	2.86452e-010	1.2231e-010	5.20672e-011	2.21019e-011	9.35668e-012	3.95092e-012	1.66423e-012	6.99385e-013	2.93262e-013	1.22709e-013	5.12406e-014	2.13556e-014	8.88389e-015	3.68912e-015	1.52933e-015	6.32947e-016	2.61547e-016	1.07914e-016	4.446e-017	1.82917e-017	7.51537e-018	3.08377e-018	1.26377e-018	5.17278e-019	2.11481e-019	8.63628e-020	3.52294e-020	1.43557e-020	5.84379e-021	2.37648e-021	9.65502e-022	3.91892e-022	1.58922e-022	6.43904e-023	2.60666e-023	1.05436e-023	4.26129e-024	1.72089e-024	6.94435e-025	2.8002e-025	1.12832e-025	4.54326e-026	1.82813e-026	7.35114e-027	2.95406e-027	1.18634e-027	4.76126e-028	1.9096e-028	7.65077e-029	3.05465e-029	1.19674e-029	4.12904e-030	0	
1	0.757431	0.540622	0.365314	0.235086	0.144928	0.0860591	0.0494565	0.0276183	0.015039	0.00800859	0.00418113	0.00214462	0.00108272	0.000538851	0.000264725	0.000128531	6.17373e-005	2.93637e-005	1.38402e-005	6.46915e-006	3.00053e-006	1.38178e-006	6.32103e-007	2.87369e-007	1.2989e-007	5.83916e-008	2.61165e-008	1.16252e-008	5.15141e-009	2.27304e-009	9.98945e-010	4.37347e-010	1.90786e-010	8.29434e-011	3.59424e-011	1.55271e-011	6.68799e-012	2.87265e-012	1.23057e-012	5.25797e-013	2.24113e-013	9.5301e-014	4.04345e-014	1.71187e-014	7.23258e-015	3.04966e-015	1.28345e-015	5.3915e-016	2.26085e-016	9.46436e-017	3.95547e-017	1.6505e-017	6.87649e-018	2.86072e-018	1.1884e-018	4.93004e-019	2.04247e-019	8.45083e-020	3.49218e-020	1.44134e-020	5.94187e-021	2.44671e-021	1.00638e-021	4.13494e-022	1.69716e-022	6.95883e-023	2.85048e-023	1.1665e-023	4.76915e-024	1.94807e-024	7.95025e-025	3.24177e-025	1.32075e-025	5.37649e-026	2.18691e-026	8.88842e-027	3.60978e-027	1.46481e-027	5.93672e-028	2.39704e-028	9.48929e-029	3.30073e-029	0	
1	0.777037	0.57368	0.403381	0.271149	0.17498	0.108864	0.0655534	0.0383395	0.0218467	0.0121617	0.00662974	0.00354642	0.00186489	0.000965539	0.000492874	0.000248358	0.000123668	6.09104e-005	2.96989e-005	1.4346e-005	6.87e-006	3.26348e-006	1.53864e-006	7.20349e-007	3.35035e-007	1.54866e-007	7.11703e-008	3.25288e-008	1.4791e-008	6.69288e-009	3.01457e-009	1.35189e-009	6.0375e-010	2.68573e-010	1.19026e-010	5.25617e-011	2.31324e-011	1.01476e-011	4.43769e-012	1.93492e-012	8.41269e-013	3.64775e-013	1.57754e-013	6.80532e-014	2.92867e-014	1.25744e-014	5.3869e-015	2.30281e-015	9.82382e-016	4.18252e-016	1.7773e-016	7.5384e-017	3.19168e-017	1.34898e-017	5.69204e-018	2.39787e-018	1.00856e-018	4.23563e-019	1.77621e-019	7.43794e-020	3.11035e-020	1.29892e-020	5.41737e-021	2.25655e-021	9.38787e-022	3.90094e-022	1.61907e-022	6.71232e-023	2.77971e-023	1.1499e-023	4.75193e-024	1.96172e-024	8.09044e-025	3.3334e-025	1.37213e-025	5.64288e-026	2.31852e-026	9.51704e-027	3.90109e-027	1.59257e-027	6.36926e-028	2.23311e-028	0	
1	0.792579	0.600699	0.435838	0.303434	0.203316	0.131533	0.0824179	0.0501675	0.0297452	0.0172213	0.00975716	0.00542039	0.00295759	0.00158749	0.000839349	0.000437679	0.000225331	0.000114646	5.76953e-005	2.87414e-005	1.41829e-005	6.93719e-006	3.36525e-006	1.61991e-006	7.74119e-007	3.67417e-007	1.73268e-007	8.12157e-008	3.78505e-008	1.75447e-008	8.0907e-009	3.71285e-009	1.69596e-009	7.7127e-010	3.4928e-010	1.57544e-010	7.07893e-011	3.16919e-011	1.41388e-011	6.28668e-012	2.78638e-012	1.23119e-012	5.4241e-013	2.38287e-013	1.04397e-013	4.56185e-014	1.98837e-014	8.64563e-015	3.75042e-015	1.62323e-015	7.01025e-016	3.02115e-016	1.29935e-016	5.5773e-017	2.38943e-017	1.0218e-017	4.36174e-018	1.85867e-018	7.90708e-019	3.35833e-019	1.42411e-019	6.02976e-020	2.54923e-020	1.07619e-020	4.53691e-021	1.91001e-021	8.03036e-022	3.37188e-022	1.41404e-022	5.92267e-023	2.47774e-023	1.03535e-023	4.32142e-024	1.80171e-024	7.50367e-025	3.12179e-025	1.29742e-025	5.38614e-026	2.23252e-026	9.21317e-027	3.7217e-027	1.315e-027	0	
1	0.805281	0.623264	0.463813	0.332337	0.229762	0.153634	0.0996081	0.062772	0.0385403	0.0231038	0.0135497	0.0077882	0.00439451	0.00243772	0.00133116	0.000716418	0.000380411	0.000199485	0.000103399	5.30168e-005	2.69098e-005	1.35298e-005	6.74234e-006	3.332e-006	1.63376e-006	7.95167e-007	3.84321e-007	1.84528e-007	8.80474e-008	4.17636e-008	1.96987e-008	9.24182e-009	4.3139e-009	2.00392e-009	9.26584e-010	4.26557e-010	1.95542e-010	8.92801e-011	4.06065e-011	1.84006e-011	8.30866e-012	3.73898e-012	1.67709e-012	7.49891e-013	3.34294e-013	1.48592e-013	6.58637e-014	2.91155e-014	1.28373e-014	5.64584e-015	2.47703e-015	1.08421e-015	4.73491e-016	2.06327e-016	8.97179e-017	3.89321e-017	1.68606e-017	7.2878e-018	3.14418e-018	1.35403e-018	5.82081e-019	2.49801e-019	1.07024e-019	4.5779e-020	1.95509e-020	8.33688e-021	3.54971e-021	1.50922e-021	6.40767e-022	2.71675e-022	1.15032e-022	4.86428e-023	2.05431e-023	8.66512e-024	3.65053e-024	1.53611e-024	6.45625e-025	2.71019e-025	1.13571e-025	4.73693e-026	1.93235e-026	6.8795e-027	0	
